id,sample,library,fq1,fq2,sample_number,cell_type,stage,timepoint,cross,animal_id,slx_identifier,index_true_seq,run,pool,lane_number,date_sorted,rin,rna_qubit_concentration_ng_ul,library_prep_date,rin_category,ddw_ul,library_prep_input_in_ul_10ng,index,library_concentration_from_qubit_ng_ul,average_library_size_according_to_the_bioanalyzer_bp,library_concentration_n_m,comments
SLX-19090.D711rna_D507rna,endothelial_t5_cb_M00347883,LIB143,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D711rna_D507rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D711rna_D507rna.H7FT5DSXY.s_4.r_2.fq.gz,143,endothelial,lactation d10,t5,cb,M00347883 (AFGY59),SLX-19090,D711rna_D507rna,NovaSeq_Run_4,pool_5_8,8,2019-06-27T00:00:00Z,7.8,9.8,2020-01-08,hi,6.979591836734694,1.0204081632653061,5'11+3'7,3.78,420,13.636363636363635,NA
SLX-19090.D712rna_D507rna,endothelial_t5_cb_M00348350,LIB144,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D712rna_D507rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D712rna_D507rna.H7FT5DSXY.s_4.r_2.fq.gz,144,endothelial,lactation d10,t5,cb,M00348350 (AFGY61),SLX-19090,D712rna_D507rna,NovaSeq_Run_4,pool_5_8,8,2019-06-27T00:00:00Z,7.5,3.68,2020-01-08,hi,5.282608695652174,2.717391304347826,5'12+3'7,7.44,447,25.218629245474883,NA
SLX-19090.D710rna_D507rna,endothelial_t5_bc_M00347968,LIB140,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D710rna_D507rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D710rna_D507rna.H7FT5DSXY.s_4.r_2.fq.gz,140,endothelial,lactation d10,t5,bc,M00347968 (AFGH72),SLX-19090,D710rna_D507rna,NovaSeq_Run_4,pool_5_8,8,2019-08-07T00:00:00Z,7.8,4.4,2020-01-08,hi,5.7272727272727275,2.2727272727272725,5'10+3'7,16.3,405,60.9801720912832,NA
SLX-19090.D709rna_D507rna,endothelial_t5_bc_M00312710,LIB139,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D709rna_D507rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D709rna_D507rna.H7FT5DSXY.s_4.r_2.fq.gz,139,endothelial,lactation d10,t5,bc,M00312710 (AGFH17),SLX-19090,D709rna_D507rna,NovaSeq_Run_4,pool_5_8,8,2019-02-13T00:00:00Z,8.3,5.6,2020-01-08,hi,6.214285714285714,1.7857142857142858,5'9+3'7,3.7,404,13.876387638763877,NA
SLX-19086.D701rna_D507rna,stromal_t5_bc_M00312710,LIB203,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D701rna_D507rna.H7FT5DSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D701rna_D507rna.H7FT5DSXY.s_3.r_2.fq.gz,203,stromal,lactation d10,t5,bc,M00312710 (AGFH17),SLX-19086,D701rna_D507rna,NovaSeq_Run_4,pool_9_12,12,2019-02-13T00:00:00Z,8.9,11.6,2020-01-15,hi,7.137931034482759,0.8620689655172414,5'1+3'7,16,425,57.040998217468804,NA
SLX-19086.D702rna_D507rna,stromal_t5_bc_M00347968,LIB204,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D702rna_D507rna.H7FT5DSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D702rna_D507rna.H7FT5DSXY.s_3.r_2.fq.gz,204,stromal,lactation d10,t5,bc,M00347968 (AFGH72),SLX-19086,D702rna_D507rna,NovaSeq_Run_4,pool_9_12,12,2019-08-07T00:00:00Z,9.4,10.9,2020-01-15,hi,7.08256880733945,0.9174311926605504,5'2+3'7,21.6,410,79.82261640798227,NA
SLX-19086.D704rna_D507rna,stromal_t5_cb_M00348350,LIB208,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D704rna_D507rna.H7FT5DSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D704rna_D507rna.H7FT5DSXY.s_3.r_2.fq.gz,208,stromal,lactation d10,t5,cb,M00348350 (AFGY61),SLX-19086,D704rna_D507rna,NovaSeq_Run_4,pool_9_12,12,2019-06-27T00:00:00Z,7.8,89.6,2020-01-15,hi,7.888392857142857,0.11160714285714286,5'4+3'7,35.4,411,130.50210130502103,NA
SLX-19086.D703rna_D507rna,stromal_t5_cb_M00347883,LIB207,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D703rna_D507rna.H7FT5DSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D703rna_D507rna.H7FT5DSXY.s_3.r_2.fq.gz,207,stromal,lactation d10,t5,cb,M00347883 (AFGY59),SLX-19086,D703rna_D507rna,NovaSeq_Run_4,pool_9_12,12,2019-06-27T00:00:00Z,8.2,18.3,2020-01-15,hi,7.453551912568306,0.5464480874316939,5'3+3'7,10.3,409,38.15662739868119,NA
SLX-18047.D711rna_D502rna,adipocytes_t5_cb_M00336576,LIB45,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D711rna_D502rna.H73NVDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D711rna_D502rna.H73NVDSXY.s_2.r_2.fq.gz,45,adipocytes,lactation d10,t5,cb,M00336576 (AFGY46),SLX-18047,D711rna_D502rna,NovaSeq_Run_2,pool_1_4,1,2019-05-13T00:00:00Z,6,9.56,2020-01-02,med hi,6.95397489539749,1.0460251046025104,5'11+3'2,5.98,376,24.097356544165056,NA
SLX-18047.D712rna_D502rna,adipocytes_t5_cb_M00338804,LIB46,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D712rna_D502rna.H73NVDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D712rna_D502rna.H73NVDSXY.s_2.r_2.fq.gz,46,adipocytes,lactation d10,t5,cb,M00338804 (AFGY51),SLX-18047,D712rna_D502rna,NovaSeq_Run_2,pool_1_4,1,2019-05-30T00:00:00Z,6.7,9.12,2020-01-02,med hi,6.9035087719298245,1.0964912280701755,5'12+3'2,5.6,355,23.90098164746052,NA
SLX-18047.D709rna_D502rna,adipocytes_t5_bc_M00314937,LIB41,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D709rna_D502rna.H73NVDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D709rna_D502rna.H73NVDSXY.s_2.r_2.fq.gz,41,adipocytes,lactation d10,t5,bc,M00314937 (AFGH19),SLX-18047,D709rna_D502rna,NovaSeq_Run_2,pool_1_4,1,2019-02-11T00:00:00Z,4.2,1.4666666666666668,2020-01-02,med lo,1.1818181818181825,6.8181818181818175,5'9+3'2,16.3,382,64.65175313342853,sample run out
SLX-18047.D710rna_D502rna,adipocytes_t5_bc_M00314942,LIB42,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D710rna_D502rna.H73NVDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D710rna_D502rna.H73NVDSXY.s_2.r_2.fq.gz,42,adipocytes,lactation d10,t5,bc,M00314942 (AFGH21),SLX-18047,D710rna_D502rna,NovaSeq_Run_2,pool_1_4,1,2019-02-11T00:00:00Z,6.2,1.7866666666666668,2020-01-02,med hi,2.4029850746268666,5.597014925373133,5'10+3'2,6.12,348,26.645768025078368,"used less, sample run out"
SLX-18048.D712rna_D505rna,endothelial_t5_cb_M00338804,LIB142,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D712rna_D505rna.H73NVDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D712rna_D505rna.H73NVDSXY.s_3.r_2.fq.gz,142,endothelial,lactation d10,t5,cb,M00338804 (AFGY51),SLX-18048,D712rna_D505rna,NovaSeq_Run_2,pool_5_8,7,2019-05-30T00:00:00Z,NA,NA,2020-01-08,hi,0,8,5'12+3'5,1.86,483,5.834744965179747,"used slightly less, run out"
SLX-18048.D709rna_D505rna,endothelial_t5_bc_M00314937,LIB137,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D709rna_D505rna.H73NVDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D709rna_D505rna.H73NVDSXY.s_3.r_2.fq.gz,137,endothelial,lactation d10,t5,bc,M00314937 (AFGH19),SLX-18048,D709rna_D505rna,NovaSeq_Run_2,pool_5_8,7,2019-02-11T00:00:00Z,7.7,1.15,2020-01-08,hi,-0.6956521739130448,8.695652173913045,5'9+3'5,3.44,361,14.438008897842693,"used less, run out"
SLX-18048.D711rna_D505rna,endothelial_t5_cb_M00336576,LIB141,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D711rna_D505rna.H73NVDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D711rna_D505rna.H73NVDSXY.s_3.r_2.fq.gz,141,endothelial,lactation d10,t5,cb,M00336576 (AFGY46),SLX-18048,D711rna_D505rna,NovaSeq_Run_2,pool_5_8,7,2019-05-13T00:00:00Z,7.5,4.8,2020-01-08,hi,5.916666666666666,2.0833333333333335,5'11+3'5,5.86,424,20.940537449971416,NA
SLX-18048.D710rna_D505rna,endothelial_t5_bc_M00314942,LIB138,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D710rna_D505rna.H73NVDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D710rna_D505rna.H73NVDSXY.s_3.r_2.fq.gz,138,endothelial,lactation d10,t5,bc,M00314942 (AFGH21),SLX-18048,D710rna_D505rna,NovaSeq_Run_2,pool_5_8,7,2019-02-11T00:00:00Z,8.3,3.03,2020-01-08,hi,4.6996699669967,3.3003300330033007,5'10+3'5,7.1,383,28.08766516338318,NA
SLX-18041.D712rna_D504rna,adipocytes_t5_cb_M00348350,LIB48,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D712rna_D504rna.H73NVDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D712rna_D504rna.H73NVDSXY.s_1.r_2.fq.gz,48,adipocytes,lactation d10,t5,cb,M00348350 (AFGY61),SLX-18041,D712rna_D504rna,NovaSeq_Run_2,pool_1_4,2,2019-06-27T00:00:00Z,6,8.28,2020-01-02,med hi,6.792270531400966,1.2077294685990339,5'12+3'4,14.2,343,62.72638925700151,NA
SLX-18041.D711rna_D504rna,adipocytes_t5_cb_M00347883,LIB47,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D711rna_D504rna.H73NVDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D711rna_D504rna.H73NVDSXY.s_1.r_2.fq.gz,47,adipocytes,lactation d10,t5,cb,M00347883 (AFGY59),SLX-18041,D711rna_D504rna,NovaSeq_Run_2,pool_1_4,2,2019-06-27T00:00:00Z,6,3.43,2020-01-02,med hi,5.084548104956268,2.9154518950437316,5'11+3'4,3.52,353,15.108593012275731,NA
SLX-18041.D709rna_D504rna,adipocytes_t5_bc_M00312710,LIB43,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D709rna_D504rna.H73NVDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D709rna_D504rna.H73NVDSXY.s_1.r_2.fq.gz,43,adipocytes,lactation d10,t5,bc,M00312710 (AGFH17),SLX-18041,D709rna_D504rna,NovaSeq_Run_2,pool_1_4,2,2019-02-13T00:00:00Z,7.5,4,2020-01-02,hi,5.5,2.5,5'9+3'4,2.98,351,12.863679530346197,NA
SLX-18041.D710rna_D504rna,adipocytes_t5_bc_M00347968,LIB44,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D710rna_D504rna.H73NVDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D710rna_D504rna.H73NVDSXY.s_1.r_2.fq.gz,44,adipocytes,lactation d10,t5,bc,M00347968 (AFGH72),SLX-18041,D710rna_D504rna,NovaSeq_Run_2,pool_1_4,2,2019-08-07T00:00:00Z,8.1,3.4,2020-01-02,hi,5.0588235294117645,2.9411764705882355,5'10+3'4,4.98,338,22.32383001613771,NA
SLX-18962.D706rna_D501rna,basal_t5_bc_M00314942,LIB210,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D706rna_D501rna.H73NVDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D706rna_D501rna.H73NVDSXY.s_4.r_2.fq.gz,210,basal,lactation d10,t5,bc,M00314942 (AFGH21),SLX-18962,D706rna_D501rna,NovaSeq_Run_2,pool_9_12,9,2019-02-11T00:00:00Z,9.2,3.51,2020-01-15,hi,5.150997150997151,2.8490028490028494,5'6+3'1,14.9,394,57.29887709583141,NA
SLX-18962.D705rna_D501rna,basal_t5_bc_M00314937,LIB209,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D705rna_D501rna.H73NVDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D705rna_D501rna.H73NVDSXY.s_4.r_2.fq.gz,209,basal,lactation d10,t5,bc,M00314937 (AFGH19),SLX-18962,D705rna_D501rna,NovaSeq_Run_2,pool_9_12,9,2019-02-11T00:00:00Z,8.9,7.4,2020-01-15,hi,6.648648648648649,1.3513513513513513,5'5+3'1,10.5,388,41.00281162136832,NA
SLX-18962.D708rna_D501rna,basal_t5_cb_M00338804,LIB214,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D708rna_D501rna.H73NVDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D708rna_D501rna.H73NVDSXY.s_4.r_2.fq.gz,214,basal,lactation d10,t5,cb,M00338804 (AFGY51),SLX-18962,D708rna_D501rna,NovaSeq_Run_2,pool_9_12,9,2019-05-30T00:00:00Z,NA,NA,2020-01-15,lo,0,8,5'8+3'1,2.24,524,6.476983576220218,NA
SLX-18962.D707rna_D501rna,basal_t5_cb_M00336576,LIB213,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D707rna_D501rna.H73NVDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D707rna_D501rna.H73NVDSXY.s_4.r_2.fq.gz,213,basal,lactation d10,t5,cb,M00336576 (AFGY46),SLX-18962,D707rna_D501rna,NovaSeq_Run_2,pool_9_12,9,2019-05-13T00:00:00Z,7.6,9.06,2020-01-15,hi,6.896247240618102,1.1037527593818983,5'7+3'1,15.1,426,53.70607483283539,NA
SLX-18964.D701rna_D505rna,stromal_t5_bc_M00314937,LIB201,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D701rna_D505rna.H77FWDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D701rna_D505rna.H77FWDSXY.s_2.r_2.fq.gz,201,stromal,lactation d10,t5,bc,M00314937 (AFGH19),SLX-18964,D701rna_D505rna,NovaSeq_Run_3,pool_9_12,11,2019-02-11T00:00:00Z,9.8,11.2,2020-01-15,hi,7.107142857142857,0.8928571428571429,5'1+3'5,29,448,98.07900432900432,NA
SLX-18964.D704rna_D505rna,stromal_t5_cb_M00338804,LIB206,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D704rna_D505rna.H77FWDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D704rna_D505rna.H77FWDSXY.s_2.r_2.fq.gz,206,stromal,lactation d10,t5,cb,M00338804 (AFGY51),SLX-18964,D704rna_D505rna,NovaSeq_Run_3,pool_9_12,11,2019-05-30T00:00:00Z,7.3,4,2020-01-15,hi,5.5,2.5,5'4+3'5,11.6,394,44.60852176588217,NA
SLX-18964.D702rna_D505rna,stromal_t5_bc_M00314942,LIB202,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D702rna_D505rna.H77FWDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D702rna_D505rna.H77FWDSXY.s_2.r_2.fq.gz,202,stromal,lactation d10,t5,bc,M00314942 (AFGH21),SLX-18964,D702rna_D505rna,NovaSeq_Run_3,pool_9_12,11,2019-02-11T00:00:00Z,9.2,5.62,2020-01-15,hi,6.220640569395018,1.7793594306049823,5'2+3'5,18.3,436,63.59466221851543,NA
SLX-18964.D703rna_D505rna,stromal_t5_cb_M00336576,LIB205,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D703rna_D505rna.H77FWDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D703rna_D505rna.H77FWDSXY.s_2.r_2.fq.gz,205,stromal,lactation d10,t5,cb,M00336576 (AFGY46),SLX-18964,D703rna_D505rna,NovaSeq_Run_3,pool_9_12,11,2019-05-13T00:00:00Z,8.1,26,2020-01-15,hi,7.615384615384615,0.38461538461538464,5'3+3'5,41.8,412,153.72168284789643,NA
SLX-18963.D705rna_D503rna,basal_t5_bc_M00312710,LIB211,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D705rna_D503rna.H77FWDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D705rna_D503rna.H77FWDSXY.s_1.r_2.fq.gz,211,basal,lactation d10,t5,bc,M00312710 (AGFH17),SLX-18963,D705rna_D503rna,NovaSeq_Run_3,pool_9_12,10,2019-02-13T00:00:00Z,NA,NA,2020-01-15,lo,0,8,5'5+3'3,2.7,473,8.64885642898328,NA
SLX-18963.D706rna_D503rna,basal_t5_bc_M00347968,LIB212,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D706rna_D503rna.H77FWDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D706rna_D503rna.H77FWDSXY.s_1.r_2.fq.gz,212,basal,lactation d10,t5,bc,M00347968 (AFGH72),SLX-18963,D706rna_D503rna,NovaSeq_Run_3,pool_9_12,10,2019-08-07T00:00:00Z,8.9,4.2,2020-01-15,hi,5.619047619047619,2.380952380952381,5'6+3'3,12.6,421,45.346577413085726,NA
SLX-18963.D708rna_D503rna,basal_t5_cb_M00348350,LIB216,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D708rna_D503rna.H77FWDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D708rna_D503rna.H77FWDSXY.s_1.r_2.fq.gz,216,basal,lactation d10,t5,cb,M00348350 (AFGY61),SLX-18963,D708rna_D503rna,NovaSeq_Run_3,pool_9_12,10,2019-06-27T00:00:00Z,8.1,4.8,2020-01-15,hi,5.916666666666666,2.0833333333333335,5'8+3'3,14.9,399,56.58084605453026,NA
SLX-18963.D707rna_D503rna,basal_t5_cb_M00347883,LIB215,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D707rna_D503rna.H77FWDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D707rna_D503rna.H77FWDSXY.s_1.r_2.fq.gz,215,basal,lactation d10,t5,cb,M00347883 (AFGY59),SLX-18963,D707rna_D503rna,NovaSeq_Run_3,pool_9_12,10,2019-06-27T00:00:00Z,6.9,9.92,2020-01-15,med hi,6.991935483870968,1.0080645161290323,5'7+3'3,10.6,425,37.78966131907308,NA
SLX-19101.D701rna_D502rna,luminalprogenitors_t5_bc_M00314937,LIB145,data/raw/reads/NovaSeq_Run_3/SLX-19101/SLX-19101.D701rna_D502rna.H77FWDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-19101/SLX-19101.D701rna_D502rna.H77FWDSXY.s_4.r_2.fq.gz,145,luminal progenitors,lactation d10,t5,bc,M00314937 (AFGH19),SLX-19101,D701rna_D502rna,NovaSeq_Run_3,pool_13_16,15,2019-02-11T00:00:00Z,8.8,1,2020-01-08,hi,NA,10,5'1+3'2,1.15,364,4.786879786879787,"used a lot less, ran out"
SLX-18046.D706rna_D504rna,luminaldifferentiated_t6_bc_M00329353,LIB164,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D706rna_D504rna.H3YKJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D706rna_D504rna.H3YKJDSXY.s_3.r_2.fq.gz,164,luminal differentiated,lactation d15,t6,bc,M00329353 (AFGH56),SLX-18046,D706rna_D504rna,NovaSeq_Run_1,pool_5_8,6,2019-05-10T00:00:00Z,9.1,1.4000000000000001,2020-01-08,hi,0.8571428571428577,7.142857142857142,5'6+3'4,9.84,381,39.131472202338344,run out
SLX-18046.D708rna_D504rna,luminaldifferentiated_t6_cb_M00351768,LIB168,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D708rna_D504rna.H3YKJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D708rna_D504rna.H3YKJDSXY.s_3.r_2.fq.gz,168,luminal differentiated,lactation d15,t6,cb,M00351768 (AFGY72),SLX-18046,D708rna_D504rna,NovaSeq_Run_1,pool_5_8,6,2019-08-12T00:00:00Z,8.4,44.8,2020-01-08,hi,7.776785714285714,0.22321428571428573,5'8+3'4,14.9,413,54.66285127302076,NA
SLX-18046.D707rna_D504rna,luminaldifferentiated_t6_cb_M00344072,LIB167,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D707rna_D504rna.H3YKJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D707rna_D504rna.H3YKJDSXY.s_3.r_2.fq.gz,167,luminal differentiated,lactation d15,t6,cb,M00344072 (AFGY55),SLX-18046,D707rna_D504rna,NovaSeq_Run_1,pool_5_8,6,2019-06-26T00:00:00Z,8.6,21.8,2020-01-08,hi,7.541284403669724,0.4587155963302752,5'7+3'4,2.62,439,9.042589908193554,NA
SLX-18046.D705rna_D504rna,luminaldifferentiated_t6_bc_M00314940,LIB163,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D705rna_D504rna.H3YKJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D705rna_D504rna.H3YKJDSXY.s_3.r_2.fq.gz,163,luminal differentiated,lactation d15,t6,bc,M00314940 (AFGH26),SLX-18046,D705rna_D504rna,NovaSeq_Run_1,pool_5_8,6,2019-03-11T00:00:00Z,9.9,4.6,2020-01-08,hi,5.826086956521738,2.173913043478261,5'5+3'4,3.94,389,15.346264703591181,NA
SLX-18042.D709rna_D506rna,adipocytes_t6_bc_M00314944,LIB89,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D709rna_D506rna.H3YKJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D709rna_D506rna.H3YKJDSXY.s_4.r_2.fq.gz,89,adipocytes,lactation d15,t6,bc,M00314944 (AFGH23),SLX-18042,D709rna_D506rna,NovaSeq_Run_1,pool_1_4,3,2019-02-20T00:00:00Z,NA,NA,2020-01-06,lo,8,NA,5'9+3'6,1.06,393,4.086668208805614,"used less, sample run out"
SLX-18042.D712rna_D506rna,adipocytes_t6_cb_M00329582,LIB94,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D712rna_D506rna.H3YKJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D712rna_D506rna.H3YKJDSXY.s_4.r_2.fq.gz,94,adipocytes,lactation d15,t6,cb,M00329582 (AFGY41),SLX-18042,D712rna_D506rna,NovaSeq_Run_1,pool_1_4,3,2019-05-10T00:00:00Z,3.5,3.49,2020-01-06,lo,5.134670487106018,2.8653295128939824,5'12+3'6,8.6,394,33.071835102291956,NA
SLX-18042.D711rna_D506rna,adipocytes_t6_cb_M00323781,LIB93,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D711rna_D506rna.H3YKJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D711rna_D506rna.H3YKJDSXY.s_4.r_2.fq.gz,93,adipocytes,lactation d15,t6,cb,M00323781 (AGFY31),SLX-18042,D711rna_D506rna,NovaSeq_Run_1,pool_1_4,3,2019-03-21T00:00:00Z,NA,NA,2020-01-06,lo,8,NA,5'11+3'6,1.61,443,5.5065325945687125,"used less, sample run out"
SLX-18042.D710rna_D506rna,adipocytes_t6_bc_M00322172,LIB90,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D710rna_D506rna.H3YKJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D710rna_D506rna.H3YKJDSXY.s_4.r_2.fq.gz,90,adipocytes,lactation d15,t6,bc,M00322172 (AFGH31),SLX-18042,D710rna_D506rna,NovaSeq_Run_1,pool_1_4,3,2019-03-11T00:00:00Z,3.1,5.02,2020-01-06,lo,6.00796812749004,1.9920318725099604,5'10+3'6,4.36,450,14.680134680134682,NA
SLX-18044.D712rna_D508rna,adipocytes_t6_cb_M00351768,LIB96,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D712rna_D508rna.H3YKJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D712rna_D508rna.H3YKJDSXY.s_2.r_2.fq.gz,96,adipocytes,lactation d15,t6,cb,M00351768 (AFGY72),SLX-18044,D712rna_D508rna,NovaSeq_Run_1,pool_1_4,4,2019-08-12T00:00:00Z,6.3,9.74,2020-01-06,med hi,6.973305954825462,1.0266940451745379,5'12+3'8,9.62,347,42.005065059820105,NA
SLX-18044.D709rna_D508rna,adipocytes_t6_bc_M00314940,LIB91,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D709rna_D508rna.H3YKJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D709rna_D508rna.H3YKJDSXY.s_2.r_2.fq.gz,91,adipocytes,lactation d15,t6,bc,M00314940 (AFGH26),SLX-18044,D709rna_D508rna,NovaSeq_Run_1,pool_1_4,4,2019-03-11T00:00:00Z,3.7,1.29,2020-01-06,lo,0.2480620155038764,7.751937984496124,5'9+3'8,7.26,493,22.31237322515213,"used less, sample run out"
